#sequence-name	taxid	genus-species
9c8acf306ff21108b2ea73df53fe8d40_100	0	Saitoella complicata
62a087b7e8ba547d3eb5827b89dc0c7e_99	0	Naganishia albida
15b0a429ff57bad4851a0f497089fadc_99	0	Naganishia albida
00f53289c5cb489b8c605bff19cb6270_99	0	Saitoella complicata
be19cf2a41c4b0f018cc7cfd08ece156_99	0	Saitoella complicata
2142ebab4d94e3aef1d06bcc3e7b849a_99	0	Saitoella complicata
719070084f8c34d37350b05203e778cf_99	0	Saitoella complicata
a0e4472a3ac05db415d54c2465945b6e_98	0	Saitoella complicata
bf8725b24ec12dd84fdb6542eb605778_98	0	Saitoella complicata
e241f119208ef7b34c24fd17428744f5_98	0	Saitoella complicata
f22866433fc0ecc3c2171be470b07539_97	0	Alternaria alternata
e6f59a48cd979a95dc672dd54c9fcf02_97	0	
e1c1fbeae336efc06f3109d72f4e9610_97	0	Fusarium oxysporum
722f0937d7f578c03f462f3ef7aea89a_97	0	Saitoella complicata
70cdb987a5ad9e444e3212cb2a9a40c8_97	0	Saitoella complicata
9e4642eb09138ada21ccd382c49918e9_97	0	Saitoella complicata
99a2deb66746ab363fdeec6350561585_97	0	Alternaria alternata
3ae4b49b81c2224e4ac2a20db439f4de_96	0	Chytriomyces hyalinus
6228e1296430bb97a680e06b6cb0d427_96	0	
147e97a28f25e9d67b329092efd9ba5e_96	0	Fusarium graminearum
17187074c53e3ca427095d7bad91ea3f_96	0	Saitoella complicata
12e676f3dac2942e456ed41c7464d473_95	0	Naganishia albida
86414480e9cf1f11ba72e708c6da2ecd_95	0	Naganishia albida
edf69110381c1bdeba82433db3fe78b9_94	0	Alternaria alternata
f7314149bfed5d757410897a20c43bb2_94	0	
ec1f978306a812f28fcdaffdc316e9e6_94	0	Naganishia albida
d7011a8b407c465421f85cb40aabed2e_93	0	Naganishia albida
cfa1881374389df477ddd3c4a757f6e6_93	0	Alternaria alternata
250f370b62addbaa8dba26befbef96af_93	0	Saitoella complicata
f9e024e30b5cb2b2a16acaa847c7f4da_93	0	Saitoella complicata
d279ad6399ee80f25b9704ce5e6bec6b_92	0	Naganishia albida
df0c5d037901089fc377474a61c4e11d_92	0	Naganishia albida
8e7fbd23948dda641ec9528d49eae51d_92	0	Saitoella complicata
1e521f0b97fa0810a96b87fa71a5332e_92	0	Saitoella complicata
149d25e6c95ba8af5cee1ba4d367e559_92	0	Mortierella verticillata
a6a3bffdb9724fdc2c1d06502fb49e73_91	0	Alternaria alternata
76e3e8301c454339b00dac1efe7b9940_91	0	Fusarium oxysporum
aa9a30d0e8419c7021879e824ad72258_91	0	Saitoella complicata
8beed56927e892c08d6ecb1a3290c6d0_91	0	Saitoella complicata
d97ed142688b49dcb1290e102abc51d3_91	0	Saitoella complicata
6dc5df1c73cff47c2c3db8c557ba4832_90	0	
40ecbd07a7c5c05ad0cc05649ec1f356_90	0	
6180423dd4a442b0734553408c2763d2_90	0	Saitoella complicata
7ba279b6774aa1e072cdd9451e6b91ed_90	0	Mortierella verticillata
86702bcfffd03cd7737dc1eac5a9e78a_89	0	Saitoella complicata
89d0d233f6c1406aca13be143772ad17_89	0	
da7df4fe36c6604e638952238a23e7cd_88	0	Saitoella complicata
41f657451ec6952a58f310210c311f29_87	0	
c7aa35312896f8c6ace3ae58ac4b0afc_87	0	Saitoella complicata
8a2654c5869caf629c9bce3807e8bf3f_87	0	Saitoella complicata
9fc34a68b9591957da8338c648af7aee_87	0	Saitoella complicata
1d586ae14feb7738655232ff4179dff5_86	0	Alternaria alternata
867ff7089ca6673878b23f85f5787a5b_86	0	Saitoella complicata
13a76f87311e69e1b298624ad6d2cf73_86	0	Saitoella complicata
94475c06d212a7e6498cc7c93e5d1116_86	0	Saitoella complicata
ff1fa63f94e11296b05812117b955063_86	0	Saitoella complicata
f2dcddf6338f4b46f41b640c10059c50_85	0	Saitoella complicata
fd8cc8c1cb833e1ca46934985d94be79_85	0	Naganishia albida
166c0292e77af4fcaea28e40afce6810_85	0	Saitoella complicata
98735b0e5665eed88d1277cf37411497_85	0	Saitoella complicata
5670e8f3b15d1825c05ea9730cbd9a5c_85	0	Alternaria alternata
a771541ba8fd8d4ee9d0eaf399315638_84	0	Alternaria alternata
b4d8acb0ce7fc6bf5e59aea02bfb01f1_84	0	Fusarium oxysporum
2d41a143d4f4152a4f8e9a1d9830b8c1_84	0	Fusarium oxysporum
398477eed38d685762571447b9e8a250_84	0	Fusarium oxysporum
c583adedabbd6192c4bd366b7ae890d1_84	0	Mortierella verticillata
621768df19e79117fe3179f19694c5fd_83	0	Naganishia albida
a91f7b23f1e005984c2aee3f359415b9_83	0	Penicillium expansum
d520de84cf45c9daabf4825ed05dfb40_83	0	Saitoella complicata
dd097bf8e3e85e7b135dca8bd36e79b7_83	0	Saitoella complicata
822e8596a2b213159364e3276c69dfbd_83	0	Saitoella complicata
56f4cc93cc9617a23bb1147e2c9c4d21_83	0	Saitoella complicata
88e129e1ba56ccf0daf4d5f33236d4fc_83	0	Saitoella complicata
a5fdf7d8005c262278fc1909643a0f5c_83	0	
5c030a65f541c853c1c24b5ba653ce27_82	0	
